#Selection name: Selection 1
#Area (µm^2): 30942047.62
Cell ID,Cluster,Transcripts,Area (µm^2)
fahmkghh-1,Cluster 4,0,39.69
amaipmke-1,Cluster 7,0,96.54
fahmfmdn-1,Cluster 14,0,14.77
amalbcfn-1,Cluster 15,0,230.61
amdfaaic-1,Cluster 15,0,386.85
fojbnlpo-1,Cluster 8,0,28.99
amdgklgm-1,Cluster 15,0,256.35
epmbhdhm-1,Cluster 15,0,125.99
eplabdpf-1,Cluster 10,0,27.95
fojelkfb-1,Cluster 6,0,119.44
amafikij-1,Cluster 15,0,116.91
fahlbaie-1,Cluster 13,0,35.90
fojepgnh-1,Cluster 10,0,84.26
epmahhjf-1,Cluster 15,0,102.69
fahkppam-1,Cluster 5,0,25.96
amaocbpj-1,Cluster 22,0,136.01
fojeogkm-1,Cluster 6,0,91.94
amamnnkh-1,Cluster 7,0,195.75
epmamoha-1,Cluster 7,0,165.68
amamkjlm-1,Cluster 15,0,169.11
fojejehm-1,Cluster 7,0,172.68
amalfkgp-1,Cluster 15,0,248.22
amakodlm-1,Cluster 15,0,120.70
amakneag-1,Cluster 15,0,275.68
amapibaj-1,Cluster 15,0,169.16
amaplbpj-1,Cluster 15,0,162.34
epmcdlbn-1,Cluster 7,0,77.13
amahehfj-1,Cluster 15,0,132.99
amdgcome-1,Cluster 7,0,150.10
epmdnabf-1,Cluster 10,0,33.14
epmeidof-1,Cluster 7,0,117.09
epmcalcn-1,Cluster 7,0,109.77
amabeckp-1,Cluster 7,0,121.74
epklhccj-1,Cluster 7,0,121.92
amdinaen-1,Cluster 7,0,160.44
amdikklh-1,Cluster 15,0,240.14
amdjfjbk-1,Cluster 15,0,248.22
epljmgfe-1,Cluster 7,0,197.33
amdkjikm-1,Cluster 15,0,226.28
epkflohm-1,Cluster 34,0,44.21
epkfmlmb-1,Cluster 7,0,95.10
amdglgil-1,Cluster 7,0,109.05
epkhachj-1,Cluster 4,0,67.87
anonjlai-1,Cluster 15,0,313.75
epjjkloe-1,Cluster 6,0,105.62
epjipblp-1,Cluster 6,0,97.22
epjiebcg-1,Cluster 8,0,91.44
epjmibmk-1,Cluster 6,0,78.44
epjldbno-1,Cluster 10,0,38.97
epkfhked-1,Cluster 8,0,108.15
epkfhojj-1,Cluster 8,0,47.10
epkfkifn-1,Cluster 8,0,43.71
epjodiap-1,Cluster 22,0,89.14
epjikdge-1,Cluster 4,0,41.95
epjnpbji-1,Cluster 5,0,80.51
epkelegc-1,Cluster 8,0,79.84
amdhglhm-1,Cluster 7,0,154.93
epjnagdg-1,Cluster 8,0,225.92
anooeknm-1,Cluster 15,0,258.75
epjmkona-1,Cluster 5,0,87.74
epjnjapg-1,Cluster 8,0,136.64
eplnfegn-1,Cluster 7,0,170.78
epjomfll-1,Cluster 34,0,120.70
anopbeif-1,Cluster 7,0,165.05
anpapkkm-1,Cluster 7,0,250.35
epjkkmpn-1,Cluster 6,0,72.25
epjkiink-1,Cluster 14,0,11.06
epjmcjgi-1,Cluster 6,0,92.48
epjmegal-1,Cluster 31,0,68.32
epjojkip-1,Cluster 7,0,124.18
anpalpjf-1,Cluster 7,0,108.60
epiojfel-1,Cluster 7,0,118.63
ogopkbpa-1,Cluster 25,0,24.38
faiilceo-1,Cluster 6,0,73.65
fahcndng-1,Cluster 30,0,76.40
faijdjbb-1,Cluster 8,0,72.16
fagngmdd-1,Cluster 8,0,35.54
fagpfeid-1,Cluster 6,0,104.54
fahldgdl-1,Cluster 5,0,53.15
fahbknlc-1,Cluster 14,0,11.74
eplheccp-1,Cluster 4,0,25.60
fagpefoi-1,Cluster 36,0,91.49
fagpolak-1,Cluster 4,0,44.89
fahkpnji-1,Cluster 36,0,21.68
fagoiecp-1,Cluster 14,0,39.92
fahklmbc-1,Cluster 23,0,111.67
fahkdfdd-1,Cluster 23,0,122.28
epljlkom-1,Cluster 8,0,84.31
epkiikfg-1,Cluster 34,0,102.87
amdiplbk-1,Cluster 15,0,191.87
epkcnkag-1,Cluster 23,0,68.05
fahaajli-1,Cluster 23,0,61.05
epkdemhd-1,Cluster 8,0,122.42
epkejmic-1,Cluster 27,0,154.07
fagplfmp-1,Cluster 6,0,80.47
epkdemfp-1,Cluster 8,0,120.84
epkijbbl-1,Cluster 23,0,66.97
eplgpkfd-1,Cluster 5,0,27.50
epkibdlc-1,Cluster 8,0,221.31
epkcodnn-1,Cluster 30,0,127.02
epkiphle-1,Cluster 23,0,87.11
fahajkoe-1,Cluster 13,0,56.45
amdingef-1,Cluster 30,0,105.39
epjholkf-1,Cluster 7,0,131.04
epljpgik-1,Cluster 8,0,132.04
amdnanng-1,Cluster 15,0,227.18
epkhmeje-1,Cluster 4,0,58.21
amdibbdi-1,Cluster 15,0,215.58
amdlfhih-1,Cluster 15,0,232.78
facoocbc-1,Cluster 6,0,59.88
foklfgdk-1,Cluster 7,0,193.86
faicbdjm-1,Cluster 7,0,110.00
amajfpbd-1,Cluster 7,0,155.34
faidjaba-1,Cluster 7,0,79.38
fokhfpnn-1,Cluster 13,0,59.11
fokgckao-1,Cluster 4,0,66.20
fokknplo-1,Cluster 15,0,78.71
faihfgcf-1,Cluster 15,0,217.65
foklandf-1,Cluster 15,0,424.74
ohbhmfgl-1,Cluster 14,0,44.75
amaknagg-1,Cluster 15,0,180.44
faihiaak-1,Cluster 7,0,23.17
fokhgnhn-1,Cluster 18,0,58.25
fokehalj-1,Cluster 7,0,85.62
fojolmin-1,Cluster 23,0,78.30
fokiheaj-1,Cluster 15,0,84.08
fokhomch-1,Cluster 4,0,39.42
fojpjofl-1,Cluster 6,0,99.07
amakenih-1,Cluster 15,0,163.33
faikjnij-1,Cluster 18,0,61.28
fojpggfl-1,Cluster 6,0,58.97
amdoiada-1,Cluster 7,0,89.59
fojpcphh-1,Cluster 14,0,136.42
fokbdpjf-1,Cluster 14,0,19.42
fokcdhob-1,Cluster 36,0,56.26
fokagnnj-1,Cluster 6,0,75.73
fokkichj-1,Cluster 5,0,55.63
fojgkljp-1,Cluster 6,0,94.33
faijjlfb-1,Cluster 7,0,116.10
fojeceki-1,Cluster 10,0,26.42
fojhdjak-1,Cluster 8,0,33.91
faikhjlb-1,Cluster 4,0,59.15
fojhdpie-1,Cluster 8,0,92.03
fojgbfed-1,Cluster 5,0,40.91
fojhghfk-1,Cluster 14,0,33.05
faikckgb-1,Cluster 18,0,136.69
fojdicno-1,Cluster 10,0,77.26
fojhghjd-1,Cluster 6,0,105.80
foijcpdi-1,Cluster 4,0,54.32
foininbn-1,Cluster 5,0,67.64
fadnaeel-1,Cluster 7,0,92.03
facomgdc-1,Cluster 6,0,79.34
foibeldk-1,Cluster 14,0,35.31
foiejfaj-1,Cluster 8,0,82.86
foiepkfi-1,Cluster 6,0,97.54
foifiogn-1,Cluster 8,0,72.66
ameaahli-1,Cluster 15,0,205.51
foighalo-1,Cluster 10,0,49.36
foidfgco-1,Cluster 6,0,104.94
fadikpal-1,Cluster 7,0,62.77
foigmkac-1,Cluster 8,0,32.87
fadhpdln-1,Cluster 15,0,72.57
foigpdfo-1,Cluster 10,0,28.36
foinfffj-1,Cluster 6,0,105.76
fojlclad-1,Cluster 10,0,70.90
foingcok-1,Cluster 5,0,89.59
foigkjgd-1,Cluster 25,0,42.58
ameiganj-1,Cluster 7,0,167.48
fojkpjji-1,Cluster 18,0,63.76
foihllid-1,Cluster 13,0,42.04
foiiaejk-1,Cluster 14,0,21.77
foifanjd-1,Cluster 8,0,151.14
ameijode-1,Cluster 15,0,157.01
foijoebd-1,Cluster 13,0,69.63
foibmlao-1,Cluster 4,0,38.43
facolkma-1,Cluster 7,0,135.11
foiddgfe-1,Cluster 6,0,74.64
foihgfkd-1,Cluster 6,0,103.68
fahnmmgd-1,Cluster 6,0,101.38
foigdhdo-1,Cluster 6,0,94.69
foibhgol-1,Cluster 15,0,216.93
foiflina-1,Cluster 6,0,68.82
faidfije-1,Cluster 14,0,31.47
amdppbcn-1,Cluster 15,0,114.97
fokhflpi-1,Cluster 8,0,100.61
fahihmlj-1,Cluster 6,0,74.28
faiapklm-1,Cluster 14,0,10.79
faichpgn-1,Cluster 4,0,47.59
faiclkgp-1,Cluster 14,0,18.79
foiipdaa-1,Cluster 25,0,29.22
foiiipkg-1,Cluster 8,0,43.12
fagjdjgo-1,Cluster 30,0,100.29
fahjnfod-1,Cluster 27,0,70.85
fahdhoba-1,Cluster 4,0,41.50
fahigjae-1,Cluster 8,0,76.13
amdnehic-1,Cluster 15,0,297.35
fahgnfmk-1,Cluster 27,0,34.50
faihnojl-1,Cluster 7,0,170.37
fahhibfn-1,Cluster 8,0,42.31
fahgnomn-1,Cluster 10,0,7.68
fahhcbmp-1,Cluster 5,0,39.78
fahfnklf-1,Cluster 6,0,171.46
fahfimkk-1,Cluster 6,0,88.01
fahdhpdf-1,Cluster 15,0,328.83
ogpcddhg-1,Cluster 8,0,36.40
amdoafpi-1,Cluster 15,0,195.39
fagcbpgk-1,Cluster 8,0,125.76
faiiclcl-1,Cluster 6,0,149.51
fahhlbpn-1,Cluster 6,0,125.08
fahekghn-1,Cluster 5,0,32.87
faheonjg-1,Cluster 13,0,26.64
fahfcema-1,Cluster 6,0,95.91
fagijmii-1,Cluster 23,0,53.33
fahfmccg-1,Cluster 6,0,76.13
fahgbcje-1,Cluster 6,0,150.10
faheeflh-1,Cluster 6,0,96.14
faikkmbo-1,Cluster 7,0,153.58
fagneefd-1,Cluster 6,0,105.76
fahdemkl-1,Cluster 23,0,80.06
fagnpmde-1,Cluster 6,0,54.96
fagooeoa-1,Cluster 6,0,67.24
faiigfke-1,Cluster 6,0,74.15
fahenmln-1,Cluster 4,0,44.80
fachpmel-1,Cluster 10,0,37.62
fachcgla-1,Cluster 4,0,44.89
facnancm-1,Cluster 4,0,55.09
facnplgl-1,Cluster 6,0,111.85
facnnadl-1,Cluster 14,0,28.81
faclaohi-1,Cluster 8,0,71.93
facnlakc-1,Cluster 6,0,88.91
facmpogh-1,Cluster 8,0,139.62
faclojmm-1,Cluster 4,0,65.66
facklgjf-1,Cluster 6,0,53.60
facifcpj-1,Cluster 6,0,50.76
fadllcfb-1,Cluster 6,0,132.80
faddkkgk-1,Cluster 6,0,104.18
facoeaag-1,Cluster 8,0,74.91
fadmneik-1,Cluster 6,0,83.95
fackljmp-1,Cluster 6,0,74.87
fnmlgihb-1,Cluster 25,0,38.25
fachhodi-1,Cluster 6,0,95.51
ohbfkpoj-1,Cluster 25,0,16.89
faddfhce-1,Cluster 6,0,59.92
fachlhpm-1,Cluster 8,0,49.67
ogpbefod-1,Cluster 8,0,29.98
fagjfane-1,Cluster 23,0,83.18
ogpclgdo-1,Cluster 14,0,36.26
fahjfpjg-1,Cluster 10,0,46.38
faholhig-1,Cluster 4,0,52.65
fahokggf-1,Cluster 6,0,77.31
fahnejoo-1,Cluster 10,0,57.57
faidammi-1,Cluster 5,0,49.36
fahiijjc-1,Cluster 5,0,56.45
fahiidia-1,Cluster 6,0,98.21
fahijfkj-1,Cluster 10,0,15.40
fahkalpo-1,Cluster 23,0,80.97
fahinldh-1,Cluster 30,0,115.55
fahimljj-1,Cluster 13,0,30.89
fahifjgo-1,Cluster 8,0,41.05
fagdeomd-1,Cluster 15,0,323.41
cpkfbimn-1,Cluster 15,0,193.99
cpkaaphj-1,Cluster 7,0,145.40
cpkaccem-1,Cluster 15,0,258.93
cohmhdjk-1,Cluster 15,0,211.92
amdkfedn-1,Cluster 7,0,86.38
cpkbebik-1,Cluster 7,0,104.22
mfoielod-1,Cluster 4,0,41.41
cpjpiabb-1,Cluster 7,0,199.73
cpkgohgh-1,Cluster 7,0,209.89
epkbfegm-1,Cluster 6,0,171.73
mfohhbhg-1,Cluster 6,0,67.06
epjpbfhb-1,Cluster 6,0,76.45
epkceocg-1,Cluster 7,0,91.58
cpkdddpk-1,Cluster 15,0,191.51
mfokaene-1,Cluster 4,0,58.34
epkcllho-1,Cluster 7,0,34.82
epjppcjm-1,Cluster 13,0,65.39
mfogmeln-1,Cluster 6,0,58.66
cpkdfimm-1,Cluster 7,0,160.94
mfogpphd-1,Cluster 25,0,11.74
epkbolhi-1,Cluster 6,0,86.79
cpkddail-1,Cluster 7,0,285.12
cpkhcjaf-1,Cluster 15,0,232.74
mfohmeed-1,Cluster 5,0,98.80
epkcijbc-1,Cluster 8,0,44.43
epjpfonh-1,Cluster 8,0,84.76
epkaoehh-1,Cluster 7,0,80.83
cpkgmlec-1,Cluster 7,0,160.08
epjpkfph-1,Cluster 5,0,43.71
cpkhpmmn-1,Cluster 7,0,126.35
cpkhjjli-1,Cluster 7,0,174.17
cpkeoelg-1,Cluster 7,0,115.65
mfohilod-1,Cluster 4,0,49.13
epjpepdg-1,Cluster 8,0,55.27
epjppkba-1,Cluster 6,0,71.57
mfojicla-1,Cluster 6,0,123.01
cpkfngba-1,Cluster 7,0,181.39
cpkggkdm-1,Cluster 15,0,200.72
epikmgci-1,Cluster 8,0,45.25
cogomhnh-1,Cluster 7,0,99.61
mfomnipk-1,Cluster 7,0,194.22
mfpalnnm-1,Cluster 22,0,38.83
epjhndng-1,Cluster 15,0,125.62
mfokoaoh-1,Cluster 15,0,509.95
mfpbjfha-1,Cluster 4,0,68.01
mfomglbh-1,Cluster 5,0,26.28
cohnfjlg-1,Cluster 7,0,147.57
mfonkmkb-1,Cluster 7,0,100.11
amdjeoci-1,Cluster 15,0,173.22
mfpcbeki-1,Cluster 6,0,100.29
mfooclgk-1,Cluster 7,0,104.36
cohllahh-1,Cluster 7,0,167.71
cohnffmd-1,Cluster 7,0,215.26
mfokopjk-1,Cluster 4,0,45.83
cohlmnfe-1,Cluster 15,0,232.10
cogpjepo-1,Cluster 15,0,135.11
cohpaoih-1,Cluster 15,0,149.56
cohmlllk-1,Cluster 7,0,188.26
mfpbbkef-1,Cluster 23,0,181.12
mfooplcm-1,Cluster 7,0,234.36
mfoneike-1,Cluster 7,0,62.72
cohpbded-1,Cluster 15,0,166.18
cogpkpfh-1,Cluster 15,0,132.80
mfpcbmna-1,Cluster 6,0,149.42
cohaefje-1,Cluster 15,0,214.49
fagplack-1,Cluster 5,0,38.07
cohbjhji-1,Cluster 7,0,139.22
cogohkoh-1,Cluster 15,0,122.46
cohaoanc-1,Cluster 15,0,183.83
cpkchgdf-1,Cluster 7,0,50.62
cohbclmj-1,Cluster 7,0,79.29
cohpdnln-1,Cluster 7,0,235.67
amdleljc-1,Cluster 15,0,226.41
cohbmidj-1,Cluster 19,0,40.87
cpjonjgf-1,Cluster 7,0,131.18
mfogiibd-1,Cluster 4,0,42.90
cohoiicb-1,Cluster 7,0,74.01
megbbnge-1,Cluster 7,0,44.98
cpjepkmd-1,Cluster 7,0,263.04
cohoafim-1,Cluster 15,0,177.74
cpjdidbj-1,Cluster 7,0,141.25
cpipghne-1,Cluster 7,0,133.48
mebpiljg-1,Cluster 7,0,127.52
cpipbeie-1,Cluster 7,0,72.16
cpioobhk-1,Cluster 7,0,220.63
cpkibejk-1,Cluster 15,0,227.54
megaofff-1,Cluster 5,0,45.07
cohjmefd-1,Cluster 6,0,163.83
meceffel-1,Cluster 5,0,52.47
cpjkpfaj-1,Cluster 7,0,222.21
mecepcgm-1,Cluster 8,0,52.16
mebjlabo-1,Cluster 8,0,63.67
cpipdemb-1,Cluster 7,0,186.59
cpjcmgcm-1,Cluster 7,0,156.47
mecemabe-1,Cluster 8,0,63.99
cpipjlhn-1,Cluster 15,0,172.59
cpjcflmi-1,Cluster 15,0,149.83
cohflodg-1,Cluster 15,0,286.29
mecflpok-1,Cluster 6,0,53.06
mecepkhf-1,Cluster 22,0,88.42
cohnhhne-1,Cluster 15,0,297.17
cpipmbbk-1,Cluster 7,0,136.55
cpjmejid-1,Cluster 15,0,176.92
cpjnblge-1,Cluster 7,0,159.63
megaeeal-1,Cluster 7,0,60.24
mefpkdek-1,Cluster 15,0,101.29
cpjaccdi-1,Cluster 7,0,96.18
cpjlndpd-1,Cluster 7,0,63.44
cpipmicn-1,Cluster 15,0,120.70
cpjekbie-1,Cluster 7,0,82.95
cpjfbhnf-1,Cluster 15,0,79.07
cpligihh-1,Cluster 7,0,158.18
cpjfbgak-1,Cluster 15,0,220.77
cpjhgjcl-1,Cluster 15,0,199.09
mfcabnkp-1,Cluster 6,0,89.77
mfcadpfo-1,Cluster 14,0,72.93
cohfjhpi-1,Cluster 7,0,156.11
mfbpieef-1,Cluster 36,0,38.83
coglncnf-1,Cluster 7,0,100.11
mfcahedb-1,Cluster 4,0,66.47
mfbimimm-1,Cluster 6,0,64.39
mfblghln-1,Cluster 15,0,257.98
mebipjko-1,Cluster 15,0,102.32
mebjlocf-1,Cluster 22,0,57.89
mfccifod-1,Cluster 14,0,24.75
mfcbfddm-1,Cluster 7,0,84.85
cohjcmij-1,Cluster 7,0,100.43
mfcanlae-1,Cluster 8,0,80.33
cohdgjcp-1,Cluster 15,0,169.74
mfcfkojj-1,Cluster 6,0,82.91
coglbmij-1,Cluster 7,0,178.95
cohennmm-1,Cluster 7,0,141.97
cohfofgc-1,Cluster 15,0,236.44
cohleogp-1,Cluster 7,0,170.74
mecebbad-1,Cluster 33,0,12.69
mecdcpko-1,Cluster 15,0,92.07
mecdkcdg-1,Cluster 4,0,46.87
cohiiaah-1,Cluster 15,0,211.20
mecdflja-1,Cluster 15,0,145.40
cohjgcan-1,Cluster 15,0,197.97
mfcffdoh-1,Cluster 6,0,56.17
cohgjeec-1,Cluster 7,0,119.57
cohkdmfa-1,Cluster 15,0,225.01
mfhlghhd-1,Cluster 23,0,148.34
mecgenkn-1,Cluster 8,0,114.74
cohkhpmp-1,Cluster 15,0,247.77
mfcaojem-1,Cluster 10,0,32.56
mecgcdan-1,Cluster 7,0,36.31
cohdedhg-1,Cluster 7,0,84.40
cohddbki-1,Cluster 15,0,219.19
mecealcl-1,Cluster 7,0,50.44
mfpjfcph-1,Cluster 10,0,11.51
faghlpol-1,Cluster 6,0,43.08
mfpehlhf-1,Cluster 8,0,91.58
mfpjcfnk-1,Cluster 6,0,146.44
mfphigom-1,Cluster 14,0,25.69
fagjnpjn-1,Cluster 23,0,53.65
mfpgpian-1,Cluster 8,0,102.41
mfphlccd-1,Cluster 8,0,72.39
mfpfepoc-1,Cluster 5,0,56.94
fagheodm-1,Cluster 6,0,69.99
faggnhpc-1,Cluster 6,0,95.51
faggfcgm-1,Cluster 6,0,97.54
mfpcjjjj-1,Cluster 8,0,75.05
mfopkogn-1,Cluster 14,0,109.23
mfoogknf-1,Cluster 6,0,87.02
cohklgpc-1,Cluster 15,0,194.26
mfpdonan-1,Cluster 6,0,112.62
mfpcljmp-1,Cluster 8,0,83.18
mfpcmmkf-1,Cluster 6,0,128.70
mfpchkip-1,Cluster 10,0,63.99
mfpcedcc-1,Cluster 6,0,83.18
mfpeeopa-1,Cluster 6,0,68.28
mfpahkmf-1,Cluster 6,0,102.23
mfpcndfk-1,Cluster 23,0,123.19
mfpdadab-1,Cluster 6,0,137.50
fagdkhfn-1,Cluster 15,0,212.42
mfphpenm-1,Cluster 6,0,118.81
mfpiaoch-1,Cluster 6,0,129.10
fagfcold-1,Cluster 8,0,52.97
fagbojpc-1,Cluster 6,0,76.04
fagjicgo-1,Cluster 10,0,53.83
fagicfmn-1,Cluster 6,0,75.95
fagiijbn-1,Cluster 6,0,57.85
fagbpfjh-1,Cluster 10,0,38.83
fagcbieb-1,Cluster 6,0,69.59
mfpibpgi-1,Cluster 10,0,39.33
mfpipggc-1,Cluster 6,0,108.01
mfpdhjpp-1,Cluster 36,0,85.66
fagiiahc-1,Cluster 6,0,99.39
fadfimjh-1,Cluster 6,0,44.34
fadffigi-1,Cluster 5,0,76.49
fadbnhec-1,Cluster 6,0,130.10
mfppdfpi-1,Cluster 18,0,54.55
mgaaaacn-1,Cluster 6,0,83.90
mgaaboho-1,Cluster 18,0,80.60
fnmmnooc-1,Cluster 6,0,132.13
fadfaojn-1,Cluster 5,0,18.38
mfpofdli-1,Cluster 4,0,67.19
fadenbdi-1,Cluster 8,0,45.47
fnmhidhk-1,Cluster 6,0,83.58
mfpocmbd-1,Cluster 8,0,107.29
mfpnembn-1,Cluster 6,0,94.24
mgaalghg-1,Cluster 6,0,129.19
mfpoocjm-1,Cluster 18,0,66.29
mfpmnagd-1,Cluster 6,0,47.59
cogmmomi-1,Cluster 18,0,66.20
fadaknfl-1,Cluster 6,0,75.00
fadbeblp-1,Cluster 8,0,44.25
mfpmhiop-1,Cluster 6,0,91.17
mfpohfob-1,Cluster 10,0,32.42
mfpplcmb-1,Cluster 4,0,74.24
faglakef-1,Cluster 6,0,84.22
faglnfmg-1,Cluster 6,0,83.58
fadcpcce-1,Cluster 5,0,69.77
fadalcdg-1,Cluster 6,0,75.23
faglpkkf-1,Cluster 25,0,11.15
mfppbdmm-1,Cluster 4,0,53.83
mfponpnf-1,Cluster 10,0,45.07
mfpojole-1,Cluster 8,0,54.59
mfpoioke-1,Cluster 10,0,14.72
mfphaihd-1,Cluster 6,0,100.83
fagiilhn-1,Cluster 23,0,81.42
mfpeklnh-1,Cluster 8,0,70.17
mfpgpcll-1,Cluster 14,0,28.40
fagfdcnk-1,Cluster 6,0,70.04
mfphgicd-1,Cluster 4,0,34.32
mfhnlgkf-1,Cluster 36,0,75.77
mfcndhhd-1,Cluster 15,0,163.74
mfddfhnl-1,Cluster 5,0,64.71
cognndge-1,Cluster 15,0,105.94
mfhljbeg-1,Cluster 36,0,25.65
mfddobmj-1,Cluster 4,0,92.93
mfddmgpm-1,Cluster 30,0,127.52
cognndgo-1,Cluster 15,0,171.23
cogoggjl-1,Cluster 7,0,99.98
mfhlbbmh-1,Cluster 23,0,87.87
cognghnm-1,Cluster 15,0,264.34
mfcncebn-1,Cluster 8,0,53.96
mfcnfjfh-1,Cluster 5,0,63.58
mfcnaack-1,Cluster 4,0,45.97
mfdanbjd-1,Cluster 8,0,103.90
mfdbkcda-1,Cluster 30,0,156.15
mfddjifi-1,Cluster 4,0,59.34
mfdeabpp-1,Cluster 6,0,94.69
mfhmbbog-1,Cluster 30,0,135.06
mfddngil-1,Cluster 6,0,79.29
mfcgojdj-1,Cluster 6,0,85.03
mfceihec-1,Cluster 4,0,46.10
mfbkgdgf-1,Cluster 7,0,58.48
cogmhbkn-1,Cluster 15,0,269.58
mfcelage-1,Cluster 23,0,77.44
mfcdngjo-1,Cluster 23,0,92.80
mfcflpce-1,Cluster 8,0,135.74
mfblmgoc-1,Cluster 22,0,57.08
mfcgkfco-1,Cluster 6,0,73.88
mfhlokjb-1,Cluster 23,0,121.56
cogmmidl-1,Cluster 7,0,262.63
coglgaga-1,Cluster 15,0,183.92
mfcfobej-1,Cluster 6,0,72.88
mfcgfjcg-1,Cluster 6,0,62.54
mfcedaoh-1,Cluster 8,0,40.82
coglecjf-1,Cluster 7,0,47.55
mfcgkjel-1,Cluster 8,0,52.02
mfcdpilf-1,Cluster 10,0,50.58
mfcigjnh-1,Cluster 6,0,95.05
mfcjapff-1,Cluster 4,0,33.46
mfdhkdkd-1,Cluster 8,0,46.19
mfcpgcni-1,Cluster 8,0,40.73
mfcpnbna-1,Cluster 10,0,16.66
mfdhlmjo-1,Cluster 5,0,94.38
mfcjapdi-1,Cluster 10,0,9.39
mfchpicf-1,Cluster 14,0,33.14
mfcobaco-1,Cluster 6,0,65.12
mfiankjp-1,Cluster 6,0,96.36
mfhokajc-1,Cluster 25,0,17.93
mfcnmkdh-1,Cluster 6,0,87.87
mfdillal-1,Cluster 8,0,44.98
mfhmgdkn-1,Cluster 6,0,71.89
mfdgefne-1,Cluster 6,0,117.09
mfchldme-1,Cluster 8,0,61.50
mfcokboi-1,Cluster 6,0,85.57
mfhpnkoi-1,Cluster 4,0,83.31
mfiabfjd-1,Cluster 8,0,81.19
mfcnlhfm-1,Cluster 6,0,94.69
mfhpgkhj-1,Cluster 8,0,64.53
mfdjcpoc-1,Cluster 8,0,46.33
mfchpapn-1,Cluster 6,0,76.90
mfdgfolg-1,Cluster 13,0,42.63
mfcnnckc-1,Cluster 6,0,56.45
mfcnfoam-1,Cluster 15,0,118.40
mfdelkkh-1,Cluster 5,0,25.69
mfdfbmap-1,Cluster 6,0,148.29
mfpicodc-1,Cluster 5,0,45.61
mfdfemii-1,Cluster 6,0,77.13
mfchmafa-1,Cluster 15,0,235.04
mfdfejml-1,Cluster 4,0,54.37
mfdfeado-1,Cluster 6,0,74.37
mfdakcod-1,Cluster 25,0,21.18
mfhobijo-1,Cluster 8,0,94.74
mfdcgodp-1,Cluster 30,0,91.53
fnngegkn-1,Cluster 6,0,72.39
fnmnplbg-1,Cluster 6,0,47.73
fnlbdbna-1,Cluster 25,0,14.27
fofbhmfa-1,Cluster 10,0,42.90
foibbcgc-1,Cluster 4,0,46.69
foibbiga-1,Cluster 8,0,72.25
fohppgmi-1,Cluster 8,0,35.58
fofagbce-1,Cluster 18,0,56.04
foibakkb-1,Cluster 6,0,126.66
fohppbeb-1,Cluster 14,0,49.90
foiabfeo-1,Cluster 13,0,37.98
fadnlbof-1,Cluster 7,0,89.91
fofalphp-1,Cluster 15,0,95.91
fnlncmia-1,Cluster 5,0,90.18
foephfmi-1,Cluster 7,0,121.83
fadgbkpe-1,Cluster 4,0,51.30
foiefenk-1,Cluster 18,0,24.29
fadgaemd-1,Cluster 14,0,33.73
fadnlgka-1,Cluster 7,0,125.49
foilacim-1,Cluster 7,0,98.21
foillcjp-1,Cluster 18,0,21.13
foimdfdb-1,Cluster 5,0,53.28
foimpcij-1,Cluster 14,0,53.47
foikifgm-1,Cluster 7,0,62.59
fnlmbjnf-1,Cluster 6,0,79.97
foikdpom-1,Cluster 18,0,24.79
foiogmei-1,Cluster 5,0,33.33
fadjddbf-1,Cluster 18,0,22.31
foiofppb-1,Cluster 5,0,44.70
foinpgan-1,Cluster 4,0,64.21
foinjicp-1,Cluster 6,0,81.37
foinbahh-1,Cluster 18,0,37.62
fadkomnf-1,Cluster 18,0,35.36
fadldlkb-1,Cluster 15,0,147.80
fadleofi-1,Cluster 5,0,47.82
fadhlobf-1,Cluster 15,0,61.82
fadinjic-1,Cluster 7,0,26.91
foiellda-1,Cluster 6,0,118.17
foieoidc-1,Cluster 6,0,93.70
foiefffk-1,Cluster 6,0,94.74
fojbbpkg-1,Cluster 4,0,70.35
fnlpbakb-1,Cluster 18,0,50.35
fnlcneod-1,Cluster 8,0,113.66
fnombfmg-1,Cluster 6,0,87.33
foemikal-1,Cluster 8,0,63.99
foenjdch-1,Cluster 4,0,49.49
fnlolhbh-1,Cluster 18,0,71.30
fnmabjep-1,Cluster 4,0,58.66
fofdcalg-1,Cluster 8,0,35.09
fofcapnc-1,Cluster 14,0,42.00
ohbfgfnb-1,Cluster 10,0,56.54
fnlapiha-1,Cluster 4,0,59.25
fnlbcjha-1,Cluster 10,0,35.04
fofdnnnm-1,Cluster 8,0,60.87
fofeanen-1,Cluster 8,0,53.01
fofdnekd-1,Cluster 6,0,61.95
fofccfbh-1,Cluster 5,0,37.21
fnlakilm-1,Cluster 8,0,104.04
fnlonfaa-1,Cluster 5,0,44.16
fofbokgj-1,Cluster 8,0,30.66
fnmafmjc-1,Cluster 5,0,62.63
ohbhgmib-1,Cluster 9,0,8.40
fnllbjlg-1,Cluster 18,0,36.67
fnlpgked-1,Cluster 5,0,59.34
fnlppjlg-1,Cluster 5,0,66.38
fnonhiph-1,Cluster 18,0,55.27
fnllfljb-1,Cluster 5,0,30.66
fnlkmlha-1,Cluster 5,0,41.00
fnomcmfe-1,Cluster 6,0,89.77
fnlpnnoa-1,Cluster 5,0,49.85
fnmacmhf-1,Cluster 10,0,38.07
fnlpcnko-1,Cluster 18,0,27.82
fnllpiao-1,Cluster 18,0,58.12
fnlclcec-1,Cluster 18,0,31.52
