#Selection name: Selection 1
#Area (µm^2): 30942047.62
Cell ID,Cluster,Transcripts,Area (µm^2)
nplmjmjf-1,Cluster 13,0,26.96
bocffoha-1,Cluster 12,0,91.67
bocjcimf-1,Cluster 2,0,113.79
nplmbkdf-1,Cluster 13,0,50.39
bocjabmj-1,Cluster 2,0,124.09
nplnbmfb-1,Cluster 8,0,128.97
npkdngeo-1,Cluster 12,0,78.26
npmijdaa-1,Cluster 8,0,120.48
bochcdgl-1,Cluster 2,0,126.57
bocgkgao-1,Cluster 2,0,141.11
npledndg-1,Cluster 11,0,95.87
boccccna-1,Cluster 2,0,303.09
npmohnki-1,Cluster 1,0,108.78
bocgakfn-1,Cluster 2,0,164.10
npmjimbh-1,Cluster 8,0,60.33
bocccmpi-1,Cluster 2,0,222.48
npmjbjap-1,Cluster 1,0,119.75
boceelao-1,Cluster 19,0,19.96
nplghlih-1,Cluster 8,0,16.26
nplfncnf-1,Cluster 8,0,81.69
npkhmidi-1,Cluster 10,0,31.16
nplfepom-1,Cluster 29,0,74.82
npmiopmc-1,Cluster 1,0,111.13
nplfiakk-1,Cluster 8,0,73.02
npkmedjh-1,Cluster 4,0,57.35
npknckac-1,Cluster 5,0,73.51
bocdaomi-1,Cluster 1,0,112.35
nplfkeho-1,Cluster 8,0,201.08
npkhpinf-1,Cluster 1,0,171.77
npmmfjbp-1,Cluster 1,0,101.56
npmkghfk-1,Cluster 1,0,136.01
npkhpndg-1,Cluster 13,0,50.53
npmlnojd-1,Cluster 5,0,129.96
npmncddl-1,Cluster 11,0,42.40
npoknhap-1,Cluster 12,0,141.56
nppaihpp-1,Cluster 2,0,122.60
npoiagnh-1,Cluster 12,0,104.09
npolnokp-1,Cluster 8,0,31.38
bobfckdj-1,Cluster 2,0,128.83
bodokjng-1,Cluster 12,0,90.76
npojeocf-1,Cluster 13,0,36.44
bodlongd-1,Cluster 3,0,144.50
bobciacj-1,Cluster 2,0,186.04
bodpblgm-1,Cluster 3,0,84.62
npoiedfh-1,Cluster 4,0,37.93
bodonglj-1,Cluster 33,0,16.84
npollind-1,Cluster 2,0,235.26
bobgkeih-1,Cluster 17,0,75.05
bodpeebl-1,Cluster 3,0,124.09
nppakmlf-1,Cluster 2,0,179.45
bobdcfpo-1,Cluster 2,0,96.63
npomimpk-1,Cluster 8,0,83.76
npopflpf-1,Cluster 4,0,39.38
bodkllbk-1,Cluster 2,0,117.09
bodngkmi-1,Cluster 2,0,104.67
bodobemn-1,Cluster 3,0,169.29
bobdankg-1,Cluster 17,0,46.78
bodobooe-1,Cluster 19,0,46.06
npoihjlc-1,Cluster 4,0,47.64
nplgkneo-1,Cluster 19,0,34.91
npolkmaa-1,Cluster 12,0,123.28
npoihckn-1,Cluster 12,0,81.78
bobccjcc-1,Cluster 2,0,201.17
npoifoco-1,Cluster 4,0,80.11
npokooei-1,Cluster 12,0,197.60
npojnjoc-1,Cluster 3,0,329.96
npokhlhj-1,Cluster 2,0,186.72
nplipaep-1,Cluster 13,0,32.51
nplijlfn-1,Cluster 8,0,102.28
nplijkbp-1,Cluster 8,0,58.48
npoiphgn-1,Cluster 2,0,216.98
npniifch-1,Cluster 35,0,38.11
bobahpad-1,Cluster 11,0,85.71
npplkgfo-1,Cluster 28,0,42.99
bobahjge-1,Cluster 1,0,51.75
nppnkjmo-1,Cluster 10,0,73.97
oabloeni-1,Cluster 17,0,55.00
bobkekfb-1,Cluster 1,0,107.65
bobjgaon-1,Cluster 23,0,74.69
npoaihmk-1,Cluster 13,0,14.54
bobjdihf-1,Cluster 28,0,72.88
bobjloca-1,Cluster 1,0,82.59
npobdngg-1,Cluster 5,0,48.00
npplelef-1,Cluster 4,0,47.23
oabonhfh-1,Cluster 13,0,52.38
oabmobbg-1,Cluster 36,0,13.28
oaakclne-1,Cluster 43,0,52.52
bobmhpef-1,Cluster 17,0,73.74
oaalhjop-1,Cluster 26,0,20.41
oaajpaha-1,Cluster 24,0,65.66
oaakjiff-1,Cluster 25,0,29.22
npnohacn-1,Cluster 22,0,45.25
oaafghpl-1,Cluster 28,0,76.04
bobkplpj-1,Cluster 2,0,191.28
nppompoj-1,Cluster 4,0,41.95
oablgfcc-1,Cluster 19,0,69.54
npngcdlk-1,Cluster 41,0,64.98
npobhmfj-1,Cluster 33,0,32.15
boblgkeb-1,Cluster 2,0,114.34
oaakfhlp-1,Cluster 11,0,117.41
oacjflje-1,Cluster 37,0,37.66
boeffobc-1,Cluster 11,0,40.87
npnpogfp-1,Cluster 2,0,132.71
boblbolo-1,Cluster 2,0,184.64
oaaifiik-1,Cluster 1,0,167.80
oaciojbc-1,Cluster 4,0,57.17
oabknmhh-1,Cluster 17,0,74.91
nppmfcka-1,Cluster 41,0,46.51
oaajggap-1,Cluster 1,0,126.26
bobjaebe-1,Cluster 11,0,93.74
oabigiod-1,Cluster 9,0,65.48
boapplmp-1,Cluster 40,0,76.31
oabnfigl-1,Cluster 12,0,87.20
oacfndpl-1,Cluster 12,0,98.67
oacaodnd-1,Cluster 2,0,133.48
oabjfecg-1,Cluster 14,0,23.03
oabmpjpo-1,Cluster 13,0,20.91
oaccchlk-1,Cluster 2,0,127.39
boanpmag-1,Cluster 2,0,172.95
oabgonoi-1,Cluster 13,0,19.24
oaciohfa-1,Cluster 14,0,28.85
boaokdfn-1,Cluster 1,0,129.19
oabkepdd-1,Cluster 4,0,55.09
oabipbif-1,Cluster 13,0,32.02
oabgbieo-1,Cluster 4,0,73.42
bobbigdl-1,Cluster 2,0,163.92
oabopjin-1,Cluster 13,0,54.28
oabpgbgf-1,Cluster 4,0,53.06
oabjedap-1,Cluster 11,0,81.96
oackniab-1,Cluster 4,0,50.26
oacbniaf-1,Cluster 2,0,121.56
oabjffhd-1,Cluster 10,0,38.29
oaclelhd-1,Cluster 14,0,8.08
oabknkej-1,Cluster 9,0,75.41
oacmekjh-1,Cluster 13,0,39.33
bobbpgon-1,Cluster 17,0,70.40
oacmfief-1,Cluster 13,0,20.77
oacmganf-1,Cluster 4,0,25.29
boanicef-1,Cluster 2,0,237.57
oabpofbk-1,Cluster 19,0,222.53
bobbdobm-1,Cluster 11,0,86.93
oabgmhio-1,Cluster 33,0,157.87
bobbaaof-1,Cluster 1,0,69.04
bobaklpb-1,Cluster 2,0,54.77
oabjcjao-1,Cluster 5,0,59.56
bobaeaja-1,Cluster 2,0,176.47
boanjlci-1,Cluster 2,0,156.96
oadcdgje-1,Cluster 29,0,41.18
oacmjnei-1,Cluster 4,0,41.77
npocpgmm-1,Cluster 14,0,29.17
npoccfhj-1,Cluster 29,0,58.43
npnhifcn-1,Cluster 40,0,28.49
npnhaccp-1,Cluster 37,0,27.00
npogenph-1,Cluster 8,0,37.84
npoelbml-1,Cluster 5,0,39.06
npniopnc-1,Cluster 35,0,36.58
npofjpfk-1,Cluster 5,0,155.65
npoehihh-1,Cluster 29,0,27.86
npnjefik-1,Cluster 10,0,28.45
npnlgceg-1,Cluster 5,0,33.46
npnldheg-1,Cluster 37,0,60.19
npohdege-1,Cluster 29,0,35.67
npodkbid-1,Cluster 14,0,28.63
bobolehi-1,Cluster 3,0,98.49
npnfpklo-1,Cluster 4,0,51.16
npnegkdb-1,Cluster 37,0,55.68
npnlfdah-1,Cluster 10,0,65.25
boboiofi-1,Cluster 3,0,154.16
boboppkj-1,Cluster 12,0,54.32
npoghofi-1,Cluster 14,0,31.02
npnfghne-1,Cluster 37,0,39.87
npodackf-1,Cluster 5,0,42.81
bodphoko-1,Cluster 3,0,125.76
npnllefm-1,Cluster 5,0,76.13
nppnfpol-1,Cluster 8,0,66.24
npnmalmo-1,Cluster 2,0,210.74
nppmaebm-1,Cluster 8,0,10.66
npnmnjlp-1,Cluster 8,0,78.26
npnfobdc-1,Cluster 13,0,47.46
npnlfdbg-1,Cluster 29,0,85.80
bodkhdjb-1,Cluster 12,0,83.95
nppmjlpk-1,Cluster 35,0,29.94
bodlfnfg-1,Cluster 2,0,94.11
oackcjai-1,Cluster 37,0,74.15
bobokppd-1,Cluster 17,0,62.00
oageifpc-1,Cluster 9,0,110.00
oaceefdj-1,Cluster 9,0,96.00
oabhbllo-1,Cluster 4,0,71.03
oafpkmod-1,Cluster 14,0,50.48
oagfkppm-1,Cluster 9,0,69.72
oacfhfeg-1,Cluster 9,0,61.01
oacfgiko-1,Cluster 9,0,71.30
oacfajam-1,Cluster 9,0,95.19
oafpjlbf-1,Cluster 25,0,21.54
oaceondc-1,Cluster 34,0,51.21
oacpdlkb-1,Cluster 8,0,22.31
oacebinh-1,Cluster 8,0,64.08
oacpcofd-1,Cluster 8,0,47.19
oadbjebd-1,Cluster 10,0,41.23
bobnefbl-1,Cluster 1,0,119.75
oacdijnk-1,Cluster 14,0,48.41
oafpiclo-1,Cluster 13,0,28.31
oadajifk-1,Cluster 8,0,59.97
oadbngbj-1,Cluster 8,0,66.11
oacpjppd-1,Cluster 8,0,39.78
oacnlkcf-1,Cluster 10,0,22.08
oadaenhk-1,Cluster 33,0,51.84
oadbpanf-1,Cluster 4,0,54.32
oaddbleh-1,Cluster 8,0,30.39
oacnafdl-1,Cluster 1,0,138.81
oachcogm-1,Cluster 5,0,71.39
oacoaaen-1,Cluster 29,0,40.32
oadchifo-1,Cluster 8,0,77.04
oadcgdjf-1,Cluster 9,0,37.57
boaoipdg-1,Cluster 29,0,60.37
oacgnldc-1,Cluster 14,0,23.62
oacndkfk-1,Cluster 29,0,42.67
oacnbkel-1,Cluster 1,0,146.98
oacooinh-1,Cluster 14,0,18.97
oacpgamc-1,Cluster 29,0,32.92
oacnpdcc-1,Cluster 5,0,66.79
bnjchnaf-1,Cluster 3,0,159.99
bnjbfkom-1,Cluster 17,0,58.39
nhlmegoa-1,Cluster 12,0,109.41
nmjpamoc-1,Cluster 22,0,50.94
nmjpbghd-1,Cluster 5,0,32.20
bnjlgime-1,Cluster 1,0,73.88
nmkemnie-1,Cluster 19,0,72.70
nnkonmdg-1,Cluster 1,0,98.35
bnjmhdbb-1,Cluster 2,0,128.79
bnkbgkjc-1,Cluster 3,0,150.10
nnkoncjd-1,Cluster 1,0,76.40
nmkbcnjo-1,Cluster 1,0,120.07
nmkdfifp-1,Cluster 26,0,83.27
bnjjhlmn-1,Cluster 2,0,219.32
nmkdlhlh-1,Cluster 33,0,84.22
nmkcajjd-1,Cluster 26,0,130.86
nmkdedam-1,Cluster 11,0,71.57
nmkeljhh-1,Cluster 1,0,102.73
nmkfdfdc-1,Cluster 10,0,24.25
nmkgakcn-1,Cluster 12,0,81.28
nmkhbmmm-1,Cluster 17,0,106.07
nmkcocal-1,Cluster 4,0,52.65
bnkcfhce-1,Cluster 24,0,105.44
nmkfbmce-1,Cluster 11,0,112.17
nmkdggmo-1,Cluster 14,0,17.43
nmkbnpac-1,Cluster 1,0,139.94
bnkcfigi-1,Cluster 9,0,30.25
nnljhcoe-1,Cluster 1,0,90.00
nnljjdbl-1,Cluster 1,0,187.44
nmkciecm-1,Cluster 1,0,109.87
nmjphgkp-1,Cluster 11,0,76.13
nmkcafml-1,Cluster 4,0,53.01
nnldnllb-1,Cluster 11,0,41.95
nnldkcng-1,Cluster 1,0,96.50
nmkegahl-1,Cluster 24,0,68.91
nnlejebk-1,Cluster 1,0,91.13
nmjphdan-1,Cluster 11,0,93.88
nnlciiln-1,Cluster 11,0,36.53
nniogkjm-1,Cluster 1,0,132.08
bnkbbaec-1,Cluster 1,0,89.09
nnljnnmd-1,Cluster 1,0,87.24
nhkcgibc-1,Cluster 11,0,39.06
nhmbkbei-1,Cluster 3,0,236.03
nmjpaimp-1,Cluster 26,0,41.77
nhmfgdpm-1,Cluster 12,0,49.58
nhlnneej-1,Cluster 3,0,133.80
nhlnccik-1,Cluster 3,0,153.26
nhloobeg-1,Cluster 13,0,50.85
nhlifbba-1,Cluster 34,0,57.66
nhlpigbn-1,Cluster 4,0,50.58
bnkcnebl-1,Cluster 12,0,113.79
nhlfnlcf-1,Cluster 3,0,155.29
nmjmedel-1,Cluster 9,0,23.80
nhlplcom-1,Cluster 3,0,136.24
nhmajnfn-1,Cluster 5,0,42.58
nmjnogij-1,Cluster 28,0,55.45
nmjnafai-1,Cluster 13,0,9.48
nhjpcibl-1,Cluster 1,0,137.18
nhlmpfnk-1,Cluster 3,0,164.32
nhlpgaag-1,Cluster 28,0,66.06
nmjmbhim-1,Cluster 26,0,32.69
nhmbdpdi-1,Cluster 22,0,76.00
nmjloiki-1,Cluster 4,0,20.50
nmjmjdec-1,Cluster 19,0,62.41
nmjnmgpc-1,Cluster 3,0,164.05
nmjnpfoi-1,Cluster 26,0,44.43
nhjpnlmm-1,Cluster 28,0,49.36
nmjlkknn-1,Cluster 3,0,142.33
nhkanckk-1,Cluster 9,0,13.82
nhlogeoh-1,Cluster 3,0,126.03
bnkddlae-1,Cluster 3,0,178.41
nhlpbkpm-1,Cluster 24,0,83.18
nnifkdai-1,Cluster 3,0,82.32
nhkcenmi-1,Cluster 1,0,67.19
nhmfieoi-1,Cluster 3,0,121.29
nhjpghaa-1,Cluster 19,0,74.78
nmkdhhmi-1,Cluster 28,0,71.62
nmjnlpej-1,Cluster 11,0,86.25
bnjnldie-1,Cluster 1,0,107.02
nninmlaj-1,Cluster 1,0,212.73
nnikagbo-1,Cluster 10,0,57.21
nnijgmdi-1,Cluster 9,0,70.90
nniphaca-1,Cluster 11,0,51.48
nnmahgoi-1,Cluster 22,0,54.05
nnilgkap-1,Cluster 9,0,36.13
nnlnlmhe-1,Cluster 33,0,34.59
nnijchgg-1,Cluster 9,0,34.63
nnmcakfp-1,Cluster 9,0,83.13
nnipdhgp-1,Cluster 11,0,96.91
nnlobcnl-1,Cluster 9,0,64.39
nnikmblf-1,Cluster 9,0,65.88
nnmbocmd-1,Cluster 11,0,93.83
nnlodjen-1,Cluster 9,0,32.24
bnjnbhlo-1,Cluster 2,0,153.67
nnillebd-1,Cluster 9,0,42.22
nnmdkika-1,Cluster 9,0,57.26
bnjnohmh-1,Cluster 2,0,104.18
nnmdlmjm-1,Cluster 9,0,64.12
bnjnndeh-1,Cluster 17,0,47.28
nnlpokcd-1,Cluster 12,0,80.60
nnnbinng-1,Cluster 1,0,120.93
nniokalg-1,Cluster 12,0,91.76
nnmomahe-1,Cluster 3,0,124.27
nnipegnl-1,Cluster 1,0,77.89
nniohkjl-1,Cluster 11,0,116.64
nnmpcmii-1,Cluster 17,0,50.71
nnlnklfa-1,Cluster 9,0,18.79
bnjohkoh-1,Cluster 2,0,230.75
nnmpjaeg-1,Cluster 19,0,32.20
nnmpamoh-1,Cluster 1,0,156.33
bnjmjobb-1,Cluster 2,0,84.35
bnjmnnnn-1,Cluster 2,0,191.73
nninoede-1,Cluster 11,0,119.12
nnmcgfao-1,Cluster 9,0,86.75
nnmpiahm-1,Cluster 11,0,90.85
nnikdpio-1,Cluster 9,0,84.44
nniemlbh-1,Cluster 12,0,214.27
nhlmhkni-1,Cluster 12,0,130.50
oafdmnmk-1,Cluster 12,0,151.27
nhlfmock-1,Cluster 12,0,80.15
nhljdfgf-1,Cluster 10,0,34.63
nhlheipp-1,Cluster 5,0,62.99
nnigbnej-1,Cluster 3,0,283.67
nhllhmie-1,Cluster 12,0,93.61
bnkcfmcm-1,Cluster 3,0,116.95
bnkaaapl-1,Cluster 2,0,100.20
nhlfjiao-1,Cluster 4,0,36.49
nniiglji-1,Cluster 9,0,65.52
nnighamg-1,Cluster 9,0,49.90
nniiekkg-1,Cluster 9,0,34.82
nhlemmgg-1,Cluster 17,0,137.50
bnjpfhkl-1,Cluster 3,0,87.65
nnihkcjc-1,Cluster 9,0,64.30
nnielapb-1,Cluster 13,0,74.91
nniemhek-1,Cluster 9,0,44.34
bnjpdlnm-1,Cluster 12,0,78.39
nnihooll-1,Cluster 31,0,57.44
bnjbclbi-1,Cluster 2,0,135.47
nnifmafm-1,Cluster 9,0,34.27
nhlfolmp-1,Cluster 3,0,139.62
nnihippa-1,Cluster 11,0,83.49
nnihgndj-1,Cluster 13,0,59.70
nnihdmig-1,Cluster 9,0,103.99
nnihechn-1,Cluster 9,0,59.88
nnihlgig-1,Cluster 11,0,158.14
nnihlkkn-1,Cluster 11,0,60.33
nnimlnio-1,Cluster 1,0,104.99
nnihaici-1,Cluster 13,0,87.78
nnipiacg-1,Cluster 1,0,101.33
bnkcgdbb-1,Cluster 1,0,67.19
nnihjdhj-1,Cluster 9,0,67.10
nniimjce-1,Cluster 10,0,31.56
nnikdfjl-1,Cluster 33,0,18.38
nhcmokgc-1,Cluster 1,0,160.21
nhcdjbio-1,Cluster 1,0,63.72
bnjcocfa-1,Cluster 1,0,98.98
nhcodefk-1,Cluster 11,0,64.71
nhcnglcm-1,Cluster 1,0,101.74
bnjcnfgo-1,Cluster 1,0,149.74
nhcllfpk-1,Cluster 22,0,93.16
nhcpbmjc-1,Cluster 1,0,104.85
nhcoencg-1,Cluster 11,0,141.16
nhcpjjpa-1,Cluster 1,0,79.02
nhcmhomd-1,Cluster 11,0,62.09
nhcmjbdb-1,Cluster 1,0,117.27
nhdchdkc-1,Cluster 10,0,53.28
nhdddfdc-1,Cluster 13,0,39.47
nhmhoaak-1,Cluster 5,0,56.76
nhcmgici-1,Cluster 1,0,114.92
nhddfloj-1,Cluster 3,0,136.46
nhdcnlli-1,Cluster 11,0,31.29
nhdbkpga-1,Cluster 11,0,130.59
nhdckkgh-1,Cluster 1,0,88.05
nhmidgpp-1,Cluster 1,0,156.92
nhcpllho-1,Cluster 1,0,117.99
nhmcckcl-1,Cluster 12,0,125.13
nhmgckka-1,Cluster 1,0,135.88
nhmglipb-1,Cluster 1,0,181.57
nhmcphoh-1,Cluster 34,0,78.57
nhmbiaik-1,Cluster 1,0,118.54
nhmgcceo-1,Cluster 11,0,60.87
nhmfpdhb-1,Cluster 4,0,81.15
nhdaofip-1,Cluster 1,0,129.37
nhddgjpf-1,Cluster 31,0,52.07
nhcnaofp-1,Cluster 11,0,95.42
nhmfodkj-1,Cluster 1,0,114.56
nhmdbhbo-1,Cluster 3,0,71.75
nhdabkmb-1,Cluster 1,0,100.11
nhmicnea-1,Cluster 1,0,95.37
nhlhplph-1,Cluster 11,0,113.39
nhmfjbai-1,Cluster 1,0,165.81
nhdbfdnj-1,Cluster 11,0,135.38
nhabolji-1,Cluster 3,0,139.22
nhdkihmp-1,Cluster 12,0,61.32
nhaabpjk-1,Cluster 3,0,328.11
nhdlfnmd-1,Cluster 3,0,205.73
nhdlhpjj-1,Cluster 3,0,107.11
nhaalokd-1,Cluster 13,0,35.76
nhaamaop-1,Cluster 1,0,165.99
bnipffkk-1,Cluster 3,0,105.21
ngppmjei-1,Cluster 1,0,216.30
nhacddnb-1,Cluster 3,0,202.71
nhaapdjh-1,Cluster 3,0,195.57
nhaaalpl-1,Cluster 4,0,31.74
nhdidnee-1,Cluster 11,0,61.46
nhdhheba-1,Cluster 12,0,129.60
nhdhncnc-1,Cluster 3,0,194.53
nhdlfnfh-1,Cluster 31,0,84.80
nhdighgm-1,Cluster 1,0,56.13
nhdjolmj-1,Cluster 11,0,59.61
nhdhkgkm-1,Cluster 3,0,136.55
bnjaaibf-1,Cluster 3,0,129.51
nhdhkebe-1,Cluster 1,0,62.95
nhdemdml-1,Cluster 12,0,166.58
nhbgbjaf-1,Cluster 10,0,30.66
nhdikekf-1,Cluster 1,0,106.48
nhdkabgi-1,Cluster 3,0,115.51
nhbhihib-1,Cluster 3,0,186.59
nhdkcoce-1,Cluster 1,0,120.21
nhdkbmfm-1,Cluster 1,0,107.83
nhdfkbfe-1,Cluster 11,0,53.37
nhcliblc-1,Cluster 31,0,47.73
nhddppad-1,Cluster 14,0,48.99
nhdhfami-1,Cluster 1,0,112.62
bnjckhel-1,Cluster 1,0,82.73
nhdejkad-1,Cluster 11,0,145.22
nhddkcnm-1,Cluster 10,0,50.53
nhdgjmbc-1,Cluster 1,0,58.16
nhdgflan-1,Cluster 11,0,43.08
nhenpjea-1,Cluster 13,0,79.61
nheipnid-1,Cluster 10,0,19.87
nhckndnc-1,Cluster 1,0,100.34
nhekmoep-1,Cluster 1,0,62.63
nhdkhjoe-1,Cluster 1,0,111.49
nheigipe-1,Cluster 3,0,117.14
nhemhcof-1,Cluster 3,0,96.00
nhfdpgih-1,Cluster 3,0,142.33
nhecliba-1,Cluster 1,0,171.91
nhfbnlah-1,Cluster 3,0,104.27
nhclapej-1,Cluster 1,0,106.21
nhecjhed-1,Cluster 1,0,208.26
nhedopmk-1,Cluster 1,0,105.62
nheifmmp-1,Cluster 1,0,190.15
nhclkgha-1,Cluster 1,0,101.83
nhedkcfn-1,Cluster 31,0,82.18
bnjbghae-1,Cluster 3,0,117.99
nheafhjo-1,Cluster 11,0,112.44
nhfbffoa-1,Cluster 1,0,149.65
nhebmaeo-1,Cluster 1,0,101.74
nhlgkinj-1,Cluster 10,0,36.89
nheedlje-1,Cluster 1,0,93.47
nhliknbf-1,Cluster 1,0,122.73
nhecindb-1,Cluster 2,0,283.76
nhlkgkbc-1,Cluster 22,0,56.49
nhfblmla-1,Cluster 34,0,49.40
nhljhnpg-1,Cluster 13,0,27.77
nhecdhbm-1,Cluster 19,0,32.15
nhljibmp-1,Cluster 5,0,43.76
nheelomg-1,Cluster 3,0,114.56
nhepkcli-1,Cluster 11,0,60.42
oikcjpji-1,Cluster 25,0,8.90
nhcmipjn-1,Cluster 1,0,176.88
bnkakmll-1,Cluster 3,0,105.49
bnjpdhce-1,Cluster 17,0,127.07
nhlhfgcn-1,Cluster 1,0,139.62
nhefemdd-1,Cluster 3,0,181.93
nhefcpha-1,Cluster 12,0,91.85
bnjaegae-1,Cluster 3,0,87.20
nhakcmkb-1,Cluster 13,0,100.56
ngppnkmo-1,Cluster 3,0,123.64
nhehhapm-1,Cluster 22,0,135.02
nhegpggg-1,Cluster 13,0,24.79
nhahlidm-1,Cluster 12,0,128.42
nheljfoc-1,Cluster 4,0,73.29
nhacfjjj-1,Cluster 1,0,186.27
nhelhjph-1,Cluster 12,0,41.54
nhadingj-1,Cluster 34,0,123.19
nhadbpac-1,Cluster 11,0,89.32
nhackcfo-1,Cluster 3,0,129.91
nhajlbdl-1,Cluster 10,0,34.45
nhagnank-1,Cluster 3,0,181.75
nhaccmme-1,Cluster 3,0,48.99
nhegakjh-1,Cluster 3,0,155.02
bnjappje-1,Cluster 3,0,136.69
nhagmlbe-1,Cluster 11,0,195.80
nhejnhci-1,Cluster 3,0,159.40
oikalhih-1,Cluster 22,0,127.93
oikaicfo-1,Cluster 4,0,20.95
nhaigcmp-1,Cluster 33,0,54.64
nhaklbbk-1,Cluster 13,0,37.21
nhdhkpon-1,Cluster 3,0,91.53
nhegkigd-1,Cluster 3,0,217.70
nhaiepmp-1,Cluster 3,0,265.83
nhadaleh-1,Cluster 3,0,103.59
ngppigmo-1,Cluster 3,0,52.02
nhajbcle-1,Cluster 3,0,159.67
nhelfkfl-1,Cluster 12,0,108.19
nhekilod-1,Cluster 13,0,13.37
nhejfojf-1,Cluster 3,0,162.74
nhaggcnm-1,Cluster 3,0,155.34
nhajbfjk-1,Cluster 11,0,89.18
nhekebeg-1,Cluster 3,0,129.87
bnjabboh-1,Cluster 1,0,78.48
nheokgnm-1,Cluster 12,0,56.49
oaemfmda-1,Cluster 14,0,36.89
oafdlddg-1,Cluster 12,0,185.46
oafbegdc-1,Cluster 3,0,166.04
bnkpcdpj-1,Cluster 2,0,209.66
oafimagc-1,Cluster 19,0,54.46
bnkjabcj-1,Cluster 19,0,59.65
oafhlfpo-1,Cluster 17,0,51.52
bnkoaojh-1,Cluster 2,0,172.86
oafjfhfh-1,Cluster 10,0,37.07
bnkjbdfb-1,Cluster 3,0,191.69
bnkojlmh-1,Cluster 19,0,54.10
bnkoeihi-1,Cluster 17,0,88.55
oafgahkd-1,Cluster 2,0,179.36
bnkmeffc-1,Cluster 3,0,158.05
bnkiljlf-1,Cluster 2,0,147.53
bnknpfli-1,Cluster 3,0,82.91
bnkmcdld-1,Cluster 2,0,175.30
bnklocpm-1,Cluster 3,0,70.22
oaenmnli-1,Cluster 4,0,56.22
oafagnce-1,Cluster 5,0,66.38
oaemjadm-1,Cluster 43,0,53.69
bnkjihhi-1,Cluster 3,0,139.67
oafaeefh-1,Cluster 5,0,59.79
oafikcbp-1,Cluster 9,0,64.98
oafgbhja-1,Cluster 9,0,57.85
oafghjbi-1,Cluster 22,0,116.73
oaffanog-1,Cluster 9,0,68.05
oaenepne-1,Cluster 9,0,95.05
oabgogfb-1,Cluster 9,0,80.83
oafaapan-1,Cluster 9,0,74.28
oaffhkel-1,Cluster 9,0,68.73
oaepdhcl-1,Cluster 9,0,52.70
oaenlfab-1,Cluster 9,0,76.31
oafbajjf-1,Cluster 9,0,112.17
oabihjlo-1,Cluster 9,0,174.98
oabhkcgp-1,Cluster 9,0,111.54
oafegjej-1,Cluster 10,0,38.07
oafaikjc-1,Cluster 9,0,78.39
oabgdbed-1,Cluster 9,0,78.75
nhfadhic-1,Cluster 3,0,71.80
nheopflc-1,Cluster 12,0,65.79
nheabpfl-1,Cluster 3,0,287.87
oahihjec-1,Cluster 19,0,37.80
oahklnga-1,Cluster 3,0,63.81
oahbfbfg-1,Cluster 3,0,159.13
bnkfbjlf-1,Cluster 12,0,64.98
bnkggkno-1,Cluster 3,0,88.24
bnkijnll-1,Cluster 3,0,145.09
bnkgllob-1,Cluster 3,0,135.11
bnkigoeo-1,Cluster 3,0,132.08
oahjnolc-1,Cluster 12,0,75.68
bnkdlmgi-1,Cluster 19,0,53.83
oahdbami-1,Cluster 3,0,244.84
bnkdifdf-1,Cluster 3,0,111.94
oahhllon-1,Cluster 19,0,49.72
oaelanlo-1,Cluster 12,0,152.00
oahdipjk-1,Cluster 3,0,177.83
bnkeobbb-1,Cluster 12,0,84.04
oahcnaln-1,Cluster 3,0,146.80
oahhjidl-1,Cluster 19,0,35.85
oahecjja-1,Cluster 12,0,100.70
oahdbaol-1,Cluster 13,0,51.07
oaeldagn-1,Cluster 12,0,150.23
oahihpoo-1,Cluster 1,0,166.81
oahgdmpc-1,Cluster 19,0,60.10
oahiohen-1,Cluster 2,0,144.68
oahdknph-1,Cluster 31,0,51.70
oafeghbm-1,Cluster 3,0,97.40
oahjcnde-1,Cluster 4,0,35.85
bnkgljmi-1,Cluster 19,0,52.74
bnkghdgk-1,Cluster 12,0,111.94
oaemajfe-1,Cluster 4,0,21.54
bnkfjegk-1,Cluster 1,0,84.67
bnkiknoe-1,Cluster 12,0,66.70
oafdhfnp-1,Cluster 2,0,93.79
bnkjbdjm-1,Cluster 12,0,110.36
bnlnaihl-1,Cluster 3,0,171.19
oaekibbj-1,Cluster 10,0,22.53
bnlopmen-1,Cluster 3,0,124.22
bnlnjfao-1,Cluster 2,0,150.55
oagnnpki-1,Cluster 5,0,42.13
oagodble-1,Cluster 35,0,58.30
oafdbgih-1,Cluster 1,0,169.16
bnloggao-1,Cluster 19,0,57.03
oaggnbmf-1,Cluster 41,0,40.32
bnloeiad-1,Cluster 3,0,112.94
bnlohopf-1,Cluster 2,0,132.53
oagnpibo-1,Cluster 37,0,40.10
bnlofhie-1,Cluster 2,0,148.02
oagpjmjl-1,Cluster 35,0,41.36
bnlollmo-1,Cluster 3,0,95.64
oafbdmln-1,Cluster 2,0,239.37
bnlmhilb-1,Cluster 3,0,164.46
bnllhnaf-1,Cluster 17,0,75.28
bnlmdiod-1,Cluster 19,0,44.30
oafjjckb-1,Cluster 19,0,114.38
bnknkjde-1,Cluster 12,0,79.29
oafbmijg-1,Cluster 12,0,81.96
bnlmcjld-1,Cluster 3,0,143.87
bnlmgicl-1,Cluster 2,0,148.34
bnljammm-1,Cluster 12,0,117.41
oaflpmii-1,Cluster 19,0,63.40
bnljknbg-1,Cluster 3,0,138.77
